    HOUR (UT)     SKY TESTER    SUN TESTER
   12.96916580    0.30800000    0.01900000
   12.96972179    0.30800000    0.01900000
   12.97027779    0.30800000    0.01900000
   12.97083282    0.28900000    0.03800000
   12.97138882    0.30800000    0.07700000
   12.97166634    0.30800000    0.09600000
   12.97222137    0.30800000    0.15400000
   12.97277737    0.30800000    0.17299999
   12.97333336    0.30800000    0.21200000
   12.97388840    0.30800000    0.25000000
   12.97444439    0.30800000    0.28900000
   12.97499943    0.32699999    0.32699999
   12.97555542    0.32699999    0.38499999
   12.97611046    0.34599999    0.42399999
   12.97666645    0.34599999    0.46200001
   12.97722149    0.38499999    0.48100001
   12.97777748    0.36600000    0.51999998
   12.97805500    0.38499999    0.55900002
   12.97861099    0.38499999    0.65499997
   12.97916603    0.40400001    0.69300002
   12.97972202    0.42399999    0.73199999
   12.98027706    0.46200001    0.67400002
   12.98083305    0.48100001    0.82800001
   12.98138809    0.53899997    2.60200000
   12.98194408    0.65499997    2.67899990
   12.98249912    4.91499996    2.64000010
   12.98305511    4.91499996    2.64000010
   12.98361111    4.91499996    2.64000010
   12.98416710    4.91499996    2.60200000
   12.98472214    4.91499996    2.54399991
   12.98527813    2.17799997    2.52500010
   12.98555565    1.05999994    2.52500010
   12.98611164    1.03999996    2.50600004
   12.98694515    1.03999996    2.52500010
   12.98750019    1.03999996    2.52500010
   12.98805618    1.03999996    2.52500010
   12.98861122    1.03999996    2.52500010
   12.98916721    1.03999996    2.52500010
   12.99000072    1.03999996    2.52500010
   12.99055576    1.05999994    2.50600004
   12.99111176    1.03999996    2.52500010
   12.99166679    1.05999994    2.52500010
   12.99222279    1.05999994    2.48600006
   12.99305534    1.05999994    2.50600004
   12.99361134    1.07900000    2.50600004
   12.99416733    1.07900000    2.50600004
   12.99472237    1.07900000    2.50600004
   12.99527836    1.07900000    2.52500010
   12.99611092    1.09800005    2.50600004
   12.99666691    1.09800005    2.50600004
   12.99722290    1.09800005    2.50600004
   12.99777794    1.07900000    2.50600004
   12.99833393    1.07900000    2.50600004
   13.00000000    1.09800005    2.50600004
   13.00083351    1.09800005    2.50600004
   13.00138855    1.11800003    2.50600004
   13.00222206    1.11800003    2.52500010
   13.00305557    1.11800003    2.50600004
   13.00361156    1.11800003    2.50600004
   13.00444412    1.11800003    2.50600004
   13.00527763    1.15600002    2.50600004
   13.00583363    1.11800003    2.50600004
   13.00666714    1.15600002    2.50600004
   13.00749969    1.11800003    2.50600004
   13.00805569    1.11800003    2.50600004
   13.00888920    1.11800003    2.52500010
   13.01027775    1.11800003    2.52500010
   13.01111126    1.11800003    2.50600004
   13.01416683    1.11800003    2.50600004
   13.01916599    1.11800003    2.50600004
   13.01972198    1.11800003    2.52500010
   13.02138901    1.11800003    2.50600004
   13.02305508    1.11800003    2.50600004
   13.02472210    1.11800003    2.52500010
   13.02638817    1.11800003    2.50600004
   13.02805519    1.11800003    2.50600004
   13.02972221    1.11800003    2.50600004
   13.03138828    1.11800003    2.52500010
   13.03194427    1.09800005    2.52500010
   13.03249931    1.09800005    2.52500010
   13.03444481    1.09800005    2.52500010
   13.03611183    1.09800005    2.50600004
   13.03777790    1.11800003    2.52500010
   13.03944492    1.11800003    2.52500010
   13.04083347    1.11800003    2.52500010
   13.04250050    1.11800003    2.52500010
   13.04416752    1.13699996    2.52500010
   13.04583359    1.11800003    2.52500010
   13.04750061    1.11800003    2.50600004
   13.04916668    1.11800003    2.52500010
   13.05083370    1.11800003    2.52500010
   13.05249977    1.11800003    2.52500010
   13.05416679    1.11800003    2.52500010
   13.05583382    1.11800003    2.50600004
   13.05722237    1.11800003    2.52500010
   13.05888939    1.11800003    2.50600004
   13.06055546    1.11800003    2.52500010
   13.06222248    1.11800003    2.52500010
   13.06305599    1.11800003    2.50600004
   13.06361103    1.11800003    2.52500010
   13.06416702    1.11800003    2.52500010
   13.06583309    1.15600002    2.52500010
   13.06666660    1.11800003    2.50600004
   13.06750011    1.13699996    2.50600004
   13.06805515    1.13699996    2.52500010
   13.06888866    1.15600002    2.54399991
   13.07166672    1.13699996    2.50600004
   13.07250023    1.13699996    2.50600004
   13.07333374    1.15600002    2.50600004
   13.07416630    1.15600002    2.52500010
   13.07499981    1.15600002    2.50600004
   13.07555580    1.15600002    2.52500010
   13.07638836    1.11800003    2.50600004
   13.07694435    1.15600002    2.52500010
   13.07777786    1.11800003    2.50600004
   13.07861137    1.11800003    2.50600004
   13.07916641    1.11800003    2.54399991
   13.07999992    1.11800003    2.52500010
   13.08083344    1.11800003    2.52500010
   13.08138847    1.09800005    2.52500010
   13.08222198    1.09800005    2.52500010
   13.08277798    1.09800005    2.52500010
   13.08361053    1.09800005    2.52500010
   13.08444405    1.09800005    2.54399991
   13.08527756    1.07900000    2.52500010
   13.08805561    1.07900000    2.54399991
   13.08861065    1.07900000    2.54399991
   13.09083271    1.07900000    2.52500010
   13.09138870    1.07900000    2.54399991
   13.09444427    1.07900000    2.52500010
   13.09472179    1.07900000    2.52500010
   13.09527779    1.07900000    2.52500010
   13.09583282    1.07900000    2.54399991
   13.09638882    1.07900000    2.54399991
   13.09666634    1.07900000    2.52500010
   13.09722233    1.07900000    2.52500010
   13.09777737    1.07900000    2.52500010
   13.09833336    1.07900000    2.52500010
   13.09861088    1.07900000    2.52500010
   13.10111141    1.05999994    2.52500010
   13.10555553    1.05999994    2.52500010
   13.10611153    1.05999994    2.54399991
   13.10638905    1.05999994    2.52500010
   13.10694504    1.05999994    2.54399991
   13.10944462    1.05999994    2.52500010
   13.11083412    1.05999994    2.54399991
   13.11138916    1.05999994    2.54399991
   13.11166668    1.05999994    2.52500010
   13.11222267    1.05999994    2.52500010
   13.11277771    1.05999994    2.52500010
   13.11333370    1.05999994    2.54399991
   13.11388969    1.05999994    2.54399991
   13.11638927    1.05999994    2.54399991
   13.11750031    1.05999994    2.54399991
   13.12250042    1.03999996    2.54399991
