    HOUR (UT)     SKY TESTER    SUN TESTER
   10.52666664    0.32699999    0.13400000
   10.52805519    0.36600000    0.34599999
   10.52972221    0.42399999    0.48100001
   10.53138828    0.42399999    0.48100001
   10.53305531    0.42399999    0.48100001
   10.53472233    0.42399999    0.48100001
   10.53638935    0.42399999    0.48100001
   10.53805637    4.91499996    2.33200002
   10.53972244    4.91499996    2.31299996
   10.54138947    4.91499996    2.33200002
   10.54305553    4.91499996    2.33200002
   10.54472256    4.91499996    2.33200002
   10.54611111    4.91499996    2.33200002
   10.54777813    4.91499996    2.33200002
   10.54972267    4.91499996    2.33200002
   10.55138874    4.91499996    2.33200002
   10.55305576    4.91499996    2.33200002
   10.55472279    4.66499996    2.33200002
   10.55638885    3.02600002    2.33200002
   10.55694485    1.98500001    2.33200002
   10.55861092    1.58000004    2.31299996
   10.56027794    1.44500005    2.33200002
   10.56194496    1.42600000    2.33200002
   10.56361103    1.42600000    2.33200002
   10.56527805    1.42600000    2.33200002
   10.56694412    1.42600000    2.33200002
   10.56861115    1.42600000    2.33200002
   10.57027817    1.42600000    2.33200002
   10.57194424    1.42600000    2.33200002
   10.57361126    1.44500005    2.33200002
   10.57527733    1.42600000    2.33200002
   10.57694435    1.42600000    2.33200002
   10.57861137    1.44500005    2.33200002
   10.58027744    1.42600000    2.33200002
   10.58194447    1.42600000    2.33200002
   10.58361053    1.42600000    2.33200002
   10.58583260    1.42600000    2.33200002
   10.58749962    1.42600000    2.35100007
   10.58916664    1.40699995    2.35100007
   10.59083271    1.40699995    2.33200002
   10.59249973    1.40699995    2.35100007
   10.59277725    1.40699995    2.35100007
   10.59444427    1.40699995    2.35100007
   10.59583282    1.40699995    2.33200002
   10.59749985    1.40699995    2.35100007
   10.59833336    1.40699995    2.35100007
   10.59888840    1.38699996    2.35100007
   10.59972191    1.38699996    2.35100007
   10.60138893    1.38699996    2.35100007
   10.60222244    1.38699996    2.35100007
   10.60500050    1.38699996    2.33200002
   10.60583401    1.40699995    2.35100007
   10.60666752    1.38699996    2.35100007
   10.60722256    1.38699996    2.35100007
   10.60805607    1.38699996    2.35100007
   10.60888958    1.38699996    2.35100007
   10.60944462    1.38699996    2.35100007
   10.61027813    1.38699996    2.37100005
   10.61055565    1.38699996    2.37100005
   10.61222267    1.38699996    2.35100007
   10.61277771    1.38699996    2.35100007
   10.61333370    1.38699996    2.35100007
   10.61388969    1.38699996    2.37100005
   10.61416721    1.38699996    2.37100005
   10.61472225    1.38699996    2.37100005
   10.61527824    1.38699996    2.35100007
   10.61555576    1.38699996    2.35100007
   10.61611176    1.38699996    2.37100005
   10.61666679    1.38699996    2.37100005
   10.61722279    1.38699996    2.37100005
   10.61750031    1.38699996    2.35100007
   10.61805534    1.38699996    2.35100007
   10.62027836    1.38699996    2.35100007
   10.62083340    1.38699996    2.37100005
   10.62138939    1.36800003    2.37100005
   10.62166691    1.36800003    2.37100005
   10.62222195    1.36800003    2.37100005
   10.62277794    1.36800003    2.37100005
   10.62305546    1.36800003    2.35100007
   10.62361145    1.36800003    2.37100005
   10.62638855    1.36800003    2.37100005
   10.63000011    1.36800003    2.37100005
   10.63055611    1.36800003    2.37100005
   10.63305569    1.36800003    2.37100005
   10.63500023    1.34899998    2.37100005
   10.63555527    1.34899998    2.37100005
   10.63611126    1.36800003    2.37100005
   10.63666630    1.36800003    2.37100005
   10.63916683    1.34899998    2.37100005
   10.64416695    1.34899998    2.37100005
   10.64611053    1.34899998    2.37100005
   10.64666653    1.36800003    2.37100005
   10.64694405    1.34899998    2.37100005
   10.64750004    1.34899998    2.37100005
   10.64777756    1.36800003    2.37100005
   10.64833355    1.34899998    2.37100005
   10.64888859    1.34899998    2.37100005
   10.64916611    1.34899998    2.37100005
   10.64972210    1.36800003    2.37100005
   10.65027714    1.34899998    2.37100005
   10.65055561    1.34899998    2.37100005
   10.65111065    1.34899998    2.37100005
   10.65166664    1.34899998    2.37100005
   10.65194416    1.34899998    2.37100005
   10.65249920    1.34899998    2.37100005
   10.65305519    1.34899998    2.39000010
   10.65333271    1.34899998    2.37100005
   10.65388870    1.34899998    2.37100005
   10.65416622    1.34899998    2.37100005
   10.65472221    1.34899998    2.37100005
   10.65527725    1.34899998    2.37100005
   10.65555477    1.36800003    2.37100005
   10.65611076    1.34899998    2.37100005
   10.65666676    1.36800003    2.37100005
   10.65694427    1.34899998    2.37100005
   10.65749931    1.36800003    2.37100005
   10.65805531    1.34899998    2.37100005
   10.65861034    1.34899998    2.37100005
   10.65888882    1.34899998    2.39000010
   10.65944386    1.34899998    2.39000010
   10.65999985    1.34899998    2.37100005
   10.66055489    1.34899998    2.39000010
   10.66083336    1.36800003    2.37100005
   10.66138840    1.36800003    2.39000010
   10.66361046    1.34899998    2.39000010
   10.66416645    1.34899998    2.39000010
   10.66444397    1.34899998    2.39000010
   10.66499996    1.34899998    2.39000010
   10.66555500    1.34899998    2.39000010
   10.66583252    1.34899998    2.39000010
   10.66638851    1.34899998    2.39000010
   10.66694450    1.34899998    2.39000010
   10.66722298    1.34899998    2.39000010
   10.66777802    1.34899998    2.39000010
   10.66833401    1.34899998    2.39000010
   10.66861153    1.34899998    2.39000010
   10.66916656    1.34899998    2.39000010
   10.66972256    1.34899998    2.39000010
   10.67027855    1.34899998    2.39000010
   10.67055607    1.34899998    2.39000010
   10.67111111    1.34899998    2.39000010
   10.67166710    1.34899998    2.39000010
   10.67194462    1.34899998    2.39000010
   10.67250061    1.34899998    2.39000010
   10.67305565    1.34899998    2.39000010
   10.67333412    1.34899998    2.39000010
   10.67388916    1.34899998    2.39000010
   10.67444515    1.34899998    2.40899992
   10.67472267    1.34899998    2.39000010
   10.67527771    1.34899998    2.40899992
   10.67583370    1.34899998    2.40899992
   10.67611122    1.34899998    2.39000010
   10.67666721    1.34899998    2.39000010
   10.67722225    1.34899998    2.39000010
   10.67750072    1.34899998    2.39000010
   10.67805576    1.34899998    2.39000010
   10.67861176    1.34899998    2.40899992
   10.67888927    1.34899998    2.40899992
   10.67944431    1.34899998    2.40899992
   10.68000031    1.34899998    2.39000010
   10.68027782    1.34899998    2.39000010
   10.68083382    1.34899998    2.39000010
   10.68138885    1.33000004    2.39000010
   10.68194485    1.33000004    2.40899992
   10.68222237    1.33000004    2.40899992
   10.68277836    1.33000004    2.39000010
   10.68305588    1.33000004    2.40899992
   10.68361092    1.33000004    2.40899992
   10.68416691    1.33000004    2.39000010
   10.68472195    1.33000004    2.39000010
   10.68500042    1.33000004    2.39000010
   10.68555546    1.33000004    2.40899992
   10.68611145    1.33000004    2.40899992
   10.68638897    1.33000004    2.39000010
   10.68694496    1.33000004    2.40899992
   10.68750000    1.33000004    2.40899992
   10.68777752    1.33000004    2.39000010
   10.68833351    1.33000004    2.39000010
   10.68888855    1.33000004    2.40899992
   10.69138908    1.33000004    2.39000010
   10.69333363    1.33000004    2.39000010
   10.69361115    1.33000004    2.39000010
   10.69416714    1.33000004    2.40899992
   10.69472218    1.33000004    2.39000010
   10.69694424    1.30999994    2.40899992
   10.69750023    1.30999994    2.39000010
   10.69777775    1.30999994    2.40899992
   10.69833374    1.30999994    2.40899992
   10.69888878    1.30999994    2.40899992
   10.69916630    1.30999994    2.39000010
   10.69972229    1.33000004    2.40899992
   10.70027733    1.30999994    2.40899992
   10.70055580    1.30999994    2.39000010
   10.70111084    1.30999994    2.40899992
   10.70166683    1.30999994    2.40899992
   10.70222187    1.30999994    2.40899992
   10.70249939    1.30999994    2.39000010
   10.70583344    1.29100001    2.39000010
   10.70916653    1.29100001    2.40899992
   10.71111107    1.29100001    2.40899992
   10.71166611    1.29100001    2.40899992
   10.71194458    1.30999994    2.40899992
   10.71249962    1.29100001    2.40899992
   10.71305561    1.29100001    2.40899992
   10.71361065    1.29100001    2.40899992
   10.71388912    1.29100001    2.40899992
   10.71444416    1.29100001    2.40899992
   10.71500015    1.30999994    2.40899992
   10.71555519    1.29100001    2.40899992
   10.71583271    1.29100001    2.40899992
   10.71638870    1.29100001    2.40899992
   10.71694374    1.29100001    2.39000010
   10.71749973    1.29100001    2.40899992
   10.71777725    1.29100001    2.40899992
   10.71833324    1.29100001    2.40899992
   10.71888828    1.29100001    2.40899992
   10.71916580    1.27199996    2.40899992
   10.71972179    1.27199996    2.40899992
   10.72027779    1.27199996    2.40899992
   10.72055531    1.29100001    2.40899992
   10.72249985    1.27199996    2.40899992
   10.72305489    1.27199996    2.40899992
   10.72361088    1.27199996    2.40899992
   10.72555542    1.27199996    2.40899992
   10.72583294    1.27199996    2.40899992
   10.72638798    1.27199996    2.40899992
   10.72694397    1.27199996    2.40899992
   10.72722149    1.27199996    2.40899992
   10.72777748    1.27199996    2.42799997
   10.72833252    1.27199996    2.40899992
   10.72888851    1.27199996    2.40899992
   10.73083305    1.27199996    2.40899992
   10.73277760    1.25300002    2.40899992
   10.73305511    1.25300002    2.40899992
   10.73361111    1.25300002    2.42799997
   10.73416710    1.25300002    2.40899992
   10.73611164    1.25300002    2.42799997
   10.73805618    1.25300002    2.40899992
   10.73833370    1.25300002    2.42799997
   10.73888874    1.25300002    2.42799997
   10.73916721    1.25300002    2.42799997
   10.74166679    1.25300002    2.42799997
   10.74583340    1.25300002    2.42799997
   10.74750042    1.25300002    2.42799997
   10.74805546    1.25300002    2.42799997
