    HOUR (UT)     SKY TESTER    SUN TESTER
   12.22055531    0.92500001    0.48100001
   12.22138882    0.94400001    0.51999998
   12.22194386    0.98299998    0.55900002
   12.22277737    0.98299998    0.57800001
   12.22361088    1.02100003    0.61600000
   12.22638798    1.09800005    0.77100003
   12.22944355    1.17499995    0.94400001
   12.23027706    1.21399999    0.98299998
   12.23083305    1.21399999    1.03999996
   12.23166656    1.25300002    1.07900000
   12.23249912    1.27199996    1.09800005
   12.23305511    1.29100001    1.15600002
   12.23388958    1.29100001    1.19500005
   12.23472214    1.30999994    1.23300004
   12.23527813    1.34899998    1.25300002
   12.23611164    1.36800003    1.30999994
   12.23694515    1.40699995    1.33000004
   12.23750019    1.40699995    1.38699996
   12.23833370    1.42600000    1.42600000
   12.23916721    1.44500005    1.42600000
   12.23972225    1.48399997    1.46500003
   12.24055576    1.48399997    1.50300002
   12.24111176    1.52199996    1.52199996
   12.24194431    1.52199996    1.58000004
   12.24277782    1.54200006    1.58000004
   12.24361134    1.54200006    1.60000002
   12.24416733    1.56099999    1.65699995
   12.24499989    1.60000002    1.63800001
   12.24555588    1.60000002    1.69599998
   12.24638939    1.61899996    1.69599998
   12.24722290    1.61899996    1.69599998
   12.24777794    1.63800001    1.73399997
   12.24861145    1.67700005    1.71500003
   12.24944496    1.67700005    1.73399997
   12.25000000    1.67700005    1.71500003
   12.25083351    1.71500003    1.73399997
   12.25138855    1.69599998    1.73399997
   12.25444412    1.75399995    1.73399997
   12.25527763    1.79200006    1.71500003
   12.25583363    1.77300000    1.73399997
   12.25638866    1.79200006    1.75399995
   12.25777817    1.81200004    1.73399997
   12.25888920    1.85000002    1.73399997
   12.26000023    1.86899996    1.73399997
   12.26083374    1.85000002    1.73399997
   12.26194477    1.85000002    1.75399995
   12.26305580    1.88900006    1.75399995
   12.26388931    1.88900006    1.75399995
   12.26500034    1.90799999    1.77300000
   12.26583290    1.90799999    1.75399995
   12.26694393    1.94700003    1.77300000
   12.26777744    1.92700005    1.75399995
   12.26888847    1.96599996    1.75399995
   12.26999950    1.96599996    1.75399995
   12.27083302    1.98500001    1.75399995
   12.27194405    1.98500001    1.75399995
   12.27305508    1.98500001    1.75399995
   12.27388859    2.00399995    1.75399995
   12.27499962    2.02399993    1.75399995
   12.27583313    2.04299998    1.75399995
   12.27694416    2.06200004    1.75399995
   12.27805519    2.06200004    1.75399995
   12.27888870    2.06200004    1.75399995
   12.27999973    2.08100009    1.77300000
   12.28111076    2.08100009    1.75399995
   12.28194427    2.10100007    1.77300000
   12.28305531    2.10100007    1.77300000
   12.28416729    2.11999989    1.77300000
   12.28500080    2.13899994    1.77300000
   12.28611183    2.13899994    1.77300000
   12.28722286    2.13899994    1.77300000
   12.28805637    2.13899994    1.77300000
   12.28916740    2.15899992    1.79200006
   12.29027843    2.17799997    1.77300000
   12.29111195    2.15899992    1.77300000
   12.29222298    2.15899992    1.81200004
   12.29305553    2.17799997    1.77300000
   12.29416752    2.15899992    1.77300000
   12.29527855    2.17799997    1.79200006
   12.29611111    2.17799997    1.81200004
   12.29722309    2.19700003    1.81200004
   12.29833412    2.19700003    1.79200006
   12.29916668    2.19700003    1.81200004
   12.30027771    2.21600008    1.79200006
   12.30138874    2.21600008    1.79200006
   12.30222225    2.19700003    1.81200004
   12.30333328    2.19700003    1.81200004
   12.30444431    2.21600008    1.81200004
   12.30527782    2.21600008    1.79200006
   12.30638885    2.21600008    1.81200004
   12.30722237    2.21600008    1.81200004
   12.30833340    2.21600008    1.81200004
   12.30944443    2.21600008    1.83099997
   12.31027794    2.21600008    1.83099997
   12.31138897    2.21600008    1.81200004
   12.31250000    2.23600006    1.81200004
   12.31333351    2.23600006    1.81200004
   12.31444454    2.25500011    1.83099997
   12.31527805    2.25500011    1.81200004
   12.31638908    2.25500011    1.81200004
   12.31750011    2.23600006    1.83099997
   12.31833363    2.23600006    1.83099997
   12.31944466    2.25500011    1.81200004
   12.32055569    2.23600006    1.81200004
   12.32138920    2.25500011    1.83099997
   12.32250023    2.23600006    1.81200004
   12.32333374    2.25500011    1.83099997
   12.32444477    2.25500011    1.83099997
   12.32555580    2.25500011    1.83099997
   12.32638836    2.21600008    1.83099997
   12.32750034    2.25500011    1.83099997
   12.32861137    2.25500011    1.83099997
   12.32944393    2.23600006    1.83099997
   12.33055592    2.25500011    1.83099997
   12.33138847    2.25500011    1.85000002
   12.33249950    2.25500011    1.83099997
   12.33361053    2.25500011    1.85000002
   12.33444405    2.25500011    1.85000002
   12.33555508    2.25500011    1.83099997
   12.33666611    2.21600008    1.85000002
   12.33749962    2.25500011    1.85000002
   12.33861065    2.23600006    1.85000002
   12.33972168    2.25500011    1.85000002
   12.34055519    2.23600006    1.85000002
   12.34166622    2.23600006    1.85000002
   12.34249973    2.21600008    1.85000002
   12.34361076    2.21600008    1.85000002
   12.34472179    2.21600008    1.85000002
   12.34555531    2.21600008    1.85000002
   12.34666634    2.21600008    1.86899996
   12.34777737    2.21600008    1.86899996
   12.34861088    2.21600008    1.85000002
   12.34972191    2.21600008    1.88900006
   12.35083389    2.21600008    1.86899996
   12.35166740    2.21600008    1.85000002
   12.35277843    2.21600008    1.88900006
   12.35361195    2.21600008    1.85000002
   12.35472298    2.21600008    1.86899996
   12.35583401    2.21600008    1.86899996
   12.35666752    2.21600008    1.88900006
   12.35777855    2.21600008    1.88900006
   12.35888958    2.21600008    1.88900006
   12.35972214    2.21600008    1.88900006
   12.36083412    2.21600008    1.88900006
   12.36166668    2.21600008    1.88900006
   12.36277771    2.21600008    1.88900006
   12.36388969    2.21600008    1.86899996
   12.36472225    2.23600006    1.88900006
   12.36583328    2.23600006    1.86899996
   12.36694431    2.23600006    1.88900006
   12.36777782    2.23600006    1.86899996
   12.36888885    2.25500011    1.86899996
   12.36999989    2.23600006    1.88900006
   12.37083340    2.25500011    1.90799999
   12.37194443    2.25500011    1.86899996
   12.37305546    2.23600006    1.88900006
   12.37388897    2.25500011    1.88900006
   12.37500000    2.25500011    1.88900006
   12.37583351    2.25500011    1.88900006
   12.37694454    2.25500011    1.88900006
   12.37777805    2.25500011    1.90799999
   12.37888908    2.25500011    1.88900006
   12.38000011    2.25500011    1.88900006
   12.38111115    2.25500011    1.88900006
   12.38194466    2.25500011    1.90799999
   12.38305569    2.27399993    1.88900006
   12.38388920    2.27399993    1.88900006
   12.38500023    2.29399991    1.88900006
   12.38611126    2.27399993    1.88900006
   12.38694477    2.29399991    1.90799999
   12.38805580    2.27399993    1.88900006
   12.38916683    2.29399991    1.90799999
   12.39000034    2.29399991    1.88900006
   12.39111137    2.29399991    1.88900006
   12.39222240    2.27399993    1.88900006
   12.39305496    2.27399993    1.90799999
   12.39416695    2.29399991    1.88900006
   12.39499950    2.29399991    1.88900006
   12.39611053    2.29399991    1.88900006
   12.39722252    2.27399993    1.88900006
   12.39805508    2.29399991    1.88900006
   12.39916611    2.27399993    1.90799999
   12.40027714    2.29399991    1.90799999
   12.40111065    2.29399991    1.92700005
   12.40222168    2.29399991    1.92700005
   12.40305519    2.29399991    1.90799999
   12.40416622    2.29399991    1.90799999
   12.40527725    2.29399991    1.90799999
   12.40611076    2.29399991    1.90799999
   12.40722179    2.29399991    1.90799999
   12.40833282    2.29399991    1.92700005
   12.40916634    2.27399993    1.90799999
   12.41027737    2.29399991    1.90799999
   12.41138840    2.27399993    1.92700005
   12.41222191    2.27399993    1.92700005
   12.41333294    2.29399991    1.92700005
   12.41416645    2.29399991    1.92700005
   12.41527748    2.27399993    1.92700005
   12.41638851    2.27399993    1.92700005
   12.41722298    2.27399993    1.92700005
   12.41833401    2.25500011    1.92700005
   12.41944504    2.27399993    1.94700003
   12.42027855    2.27399993    1.90799999
   12.42138958    2.27399993    1.94700003
   12.42222214    2.25500011    1.92700005
   12.42333412    2.25500011    1.94700003
   12.42444515    2.23600006    1.94700003
   12.42527771    2.25500011    1.94700003
   12.42638874    2.25500011    1.92700005
   12.42750072    2.25500011    1.94700003
   12.42833328    2.23600006    1.92700005
   12.42944431    2.25500011    1.92700005
   12.43055630    2.25500011    1.92700005
   12.43138885    2.25500011    1.92700005
   12.43249989    2.21600008    1.92700005
   12.43361092    2.21600008    1.96599996
   12.43444443    2.21600008    1.92700005
   12.43555546    2.21600008    1.92700005
   12.43638897    2.21600008    1.96599996
   12.43750000    2.21600008    1.94700003
   12.43861103    2.19700003    1.94700003
   12.43944454    2.21600008    1.94700003
   12.44055557    2.21600008    1.96599996
   12.44166660    2.19700003    1.94700003
   12.44250011    2.19700003    1.94700003
   12.44361115    2.19700003    1.94700003
   12.44472218    2.17799997    1.94700003
   12.44555569    2.17799997    1.94700003
   12.44666672    2.17799997    1.94700003
   12.44750023    2.17799997    1.96599996
   12.44861126    2.17799997    1.94700003
   12.44972229    2.17799997    1.94700003
   12.45055580    2.17799997    1.94700003
   12.45166683    2.17799997    1.94700003
   12.45277786    2.15899992    1.94700003
   12.45361137    2.17799997    1.94700003
   12.45472240    2.17799997    1.94700003
   12.45583344    2.17799997    1.96599996
   12.45666695    2.17799997    1.96599996
   12.45777798    2.17799997    1.96599996
   12.45861053    2.15899992    1.96599996
   12.45972157    2.13899994    1.96599996
   12.46083355    2.13899994    1.98500001
   12.46166611    2.13899994    1.96599996
   12.46277714    2.13899994    2.00399995
   12.46388912    2.13899994    1.96599996
   12.46472168    2.11999989    1.98500001
   12.46583271    2.11999989    1.96599996
   12.46666622    2.13899994    1.98500001
   12.46777725    2.13899994    2.00399995
   12.46888828    2.13899994    1.98500001
   12.46972179    2.13899994    1.98500001
   12.47083282    2.10100007    1.98500001
   12.47166634    2.11999989    2.00399995
   12.47277737    2.10100007    2.00399995
   12.47388840    2.10100007    2.00399995
   12.47472191    2.10100007    1.98500001
   12.47583294    2.10100007    1.98500001
   12.47694397    2.08100009    1.98500001
   12.47777748    2.08100009    1.98500001
   12.47888851    2.08100009    2.00399995
   12.47999954    2.10100007    2.00399995
   12.48083305    2.06200004    1.98500001
   12.48194408    2.06200004    1.98500001
   12.48277760    2.06200004    1.98500001
   12.48388958    2.06200004    2.00399995
   12.48500061    2.06200004    1.98500001
   12.48583317    2.06200004    2.00399995
   12.48694515    2.04299998    2.00399995
   12.48805618    2.06200004    2.00399995
   12.48888874    2.06200004    2.00399995
   12.49000072    2.06200004    2.00399995
   12.49111176    2.06200004    2.00399995
   12.49194431    2.02399993    2.00399995
   12.49305534    2.04299998    2.02399993
   12.49388885    2.04299998    2.00399995
   12.49499989    2.02399993    2.00399995
   12.49611092    2.02399993    2.00399995
   12.49694443    2.02399993    2.00399995
   12.49805546    2.00399995    2.00399995
   12.49916649    2.02399993    2.00399995
   12.50000000    2.00399995    2.00399995
   12.50111103    2.00399995    2.00399995
   12.50222206    2.02399993    2.00399995
   12.50305557    2.02399993    2.00399995
   12.50416660    2.00399995    2.00399995
   12.50527763    2.02399993    2.00399995
   12.50611115    2.02399993    2.00399995
   12.50722218    2.02399993    2.02399993
   12.50833321    1.98500001    2.00399995
   12.50916672    2.00399995    2.00399995
   12.51027775    1.98500001    2.00399995
   12.51138878    1.98500001    2.00399995
   12.51222229    1.98500001    2.00399995
   12.51333332    1.98500001    2.00399995
   12.51416683    1.98500001    2.04299998
   12.51527786    1.98500001    2.02399993
   12.51638889    1.98500001    2.02399993
   12.51722240    1.98500001    2.00399995
   12.51833344    1.98500001    2.04299998
   12.51944447    1.96599996    2.02399993
   12.52027798    1.98500001    2.02399993
   12.52138901    1.98500001    2.00399995
   12.52222157    1.98500001    2.04299998
   12.52333355    1.98500001    2.02399993
   12.52444458    1.98500001    2.04299998
   12.52527714    1.98500001    2.04299998
   12.52638817    1.98500001    2.04299998
   12.52750015    1.98500001    2.04299998
   12.52833271    2.00399995    2.04299998
   12.52944374    2.02399993    2.04299998
   12.53055573    2.00399995    2.04299998
   12.53138828    2.02399993    2.04299998
   12.53249931    2.02399993    2.04299998
   12.53361130    2.00399995    2.02399993
   12.53472233    2.02399993    2.04299998
   12.53555584    2.00399995    2.02399993
   12.53666687    2.02399993    2.02399993
   12.53750038    2.00399995    2.02399993
   12.53861141    2.00399995    2.02399993
   12.53972244    2.00399995    2.02399993
   12.54055595    2.02399993    2.02399993
   12.54166698    2.02399993    2.02399993
   12.54277802    2.02399993    2.04299998
   12.54361153    2.00399995    2.04299998
   12.54472256    2.02399993    2.04299998
   12.54555607    2.02399993    2.02399993
   12.54666710    2.02399993    2.04299998
   12.54777813    2.02399993    2.04299998
   12.54861164    2.02399993    2.04299998
   12.54972267    1.98500001    2.04299998
   12.55083370    1.98500001    2.04299998
   12.55166721    1.98500001    2.02399993
   12.55277824    1.98500001    2.04299998
   12.55388927    1.98500001    2.04299998
   12.55472279    1.98500001    2.04299998
   12.55583382    1.98500001    2.04299998
   12.55694485    1.98500001    2.04299998
   12.55777836    1.98500001    2.04299998
   12.55888939    1.96599996    2.04299998
   12.56000042    1.98500001    2.04299998
   12.56083393    1.98500001    2.04299998
   12.56194496    1.98500001    2.04299998
   12.56277752    1.98500001    2.04299998
   12.56388950    1.98500001    2.04299998
   12.56500053    1.98500001    2.04299998
   12.56583309    1.96599996    2.04299998
   12.56694412    1.98500001    2.06200004
   12.56805515    1.98500001    2.08100009
   12.56888866    1.96599996    2.06200004
   12.56999969    1.96599996    2.04299998
   12.57111073    1.96599996    2.06200004
   12.57194424    1.98500001    2.08100009
   12.57305527    1.96599996    2.06200004
   12.57416630    1.96599996    2.06200004
   12.57499981    1.96599996    2.08100009
   12.57611084    1.98500001    2.06200004
   12.57722187    1.96599996    2.06200004
   12.57805538    1.96599996    2.08100009
   12.57916641    1.98500001    2.08100009
   12.58027744    1.96599996    2.06200004
   12.58111095    1.98500001    2.08100009
   12.58222198    1.98500001    2.06200004
   12.58305550    1.98500001    2.06200004
   12.58416653    1.96599996    2.06200004
   12.58527756    1.96599996    2.08100009
   12.58611107    1.94700003    2.08100009
   12.58722210    1.96599996    2.08100009
   12.58833313    1.92700005    2.06200004
   12.58916664    1.94700003    2.08100009
   12.59027767    1.94700003    2.08100009
   12.59111118    1.92700005    2.08100009
   12.59222221    1.94700003    2.08100009
