    HOUR (UT)     SKY TESTER    SUN TESTER
   11.69388866    0.30800000    0.01900000
   11.69472218    0.30800000    0.01900000
   11.69555569    0.30800000    0.03800000
   11.69638920    0.30800000    0.03800000
   11.69722271    0.30800000    0.03800000
   11.69805527    0.30800000    0.05700000
   11.69888878    0.30800000    0.05700000
   11.69972229    0.30800000    0.07700000
   11.70055580    0.30800000    0.07700000
   11.70138836    0.30800000    0.09600000
   11.70222187    0.30800000    0.09600000
   11.70305538    0.32699999    0.11500000
   11.70388889    0.30800000    0.11500000
   11.70472240    0.32699999    0.13400000
   11.70555496    0.32699999    0.15400000
   11.70638847    0.30800000    0.15400000
   11.70722198    0.30800000    0.17299999
   11.70805550    0.30800000    0.17299999
   11.70888901    0.32699999    0.21200000
   11.70972157    0.32699999    0.21200000
   11.71055508    0.32699999    0.21200000
   11.71138859    0.32699999    0.23100001
   11.71222210    0.30800000    0.25000000
   11.71305561    0.32699999    0.25000000
   11.71388912    0.32699999    0.26899999
   11.71472168    0.32699999    0.28900000
   11.71555519    0.30800000    0.28900000
   11.71638870    0.30800000    0.28900000
   11.71722221    0.30800000    0.30800000
   11.71805477    0.32699999    0.32699999
   11.71888828    0.32699999    0.32699999
   11.71972179    0.30800000    0.32699999
   11.72055531    0.30800000    0.34599999
   11.72138882    0.32699999    0.36600000
   11.72194386    0.32699999    0.36600000
   11.72277737    0.30800000    0.36600000
   11.72361088    0.30800000    0.38499999
   11.72444439    0.30800000    0.38499999
   11.72527695    0.30800000    0.40400001
   11.72611046    0.32699999    0.40400001
   11.72694397    0.30800000    0.40400001
   11.72777748    0.30800000    0.40400001
   11.72861099    0.32699999    0.42399999
   11.72944355    0.32699999    0.42399999
   11.73027706    0.30800000    0.42399999
   11.73111057    0.30800000    0.42399999
   11.73194408    0.30800000    0.42399999
   11.73277760    0.30800000    0.42399999
   11.73361111    0.32699999    0.42399999
   11.73444462    0.30800000    0.42399999
   11.73527813    0.32699999    0.42399999
   11.73611164    0.30800000    0.42399999
   11.73694515    0.32699999    0.42399999
   11.73777771    0.30800000    0.42399999
   11.73861122    0.30800000    0.42399999
   11.73944473    0.30800000    0.42399999
   11.74027824    0.30800000    0.42399999
   11.74111176    0.30800000    0.42399999
   11.74194431    0.30800000    0.44299999
   11.74277782    0.30800000    0.44299999
   11.74361134    0.30800000    0.42399999
   11.74444485    0.30800000    0.44299999
   11.74527836    0.30800000    0.44299999
   11.74611092    0.32699999    0.44299999
   11.74694443    0.30800000    0.44299999
   11.74777794    0.32699999    0.44299999
   11.74861145    0.30800000    0.44299999
   11.74944496    0.32699999    0.44299999
   11.75027752    0.30800000    0.44299999
   11.75111103    0.32699999    0.44299999
   11.75194454    0.32699999    0.44299999
   11.75277805    0.32699999    0.44299999
   11.75361156    0.30800000    0.44299999
   11.75444412    0.30800000    0.44299999
   11.75527763    0.30800000    0.44299999
   11.75611115    0.32699999    0.44299999
   11.75694466    0.30800000    0.44299999
   11.75777817    0.32699999    0.44299999
   11.75861073    0.30800000    0.44299999
   11.75944424    0.30800000    0.44299999
   11.76027775    0.30800000    0.44299999
   11.76111126    0.30800000    0.44299999
   11.76194477    0.30800000    0.44299999
   11.76277733    0.30800000    0.44299999
   11.76361084    0.30800000    0.44299999
   11.76444435    0.30800000    0.44299999
   11.76527786    0.30800000    0.44299999
   11.76611137    0.30800000    0.44299999
   11.76694393    0.30800000    0.44299999
   11.76777744    0.30800000    0.46200001
   11.76861095    0.30800000    0.46200001
   11.76944447    0.30800000    0.44299999
   11.77027798    0.30800000    0.46200001
   11.77111053    0.30800000    0.46200001
   11.77194405    0.30800000    0.46200001
   11.77277756    0.30800000    0.46200001
   11.77361107    0.30800000    0.44299999
   11.77444458    0.30800000    0.46200001
   11.77527714    0.30800000    0.44299999
   11.77583313    0.30800000    0.46200001
   11.77666664    0.30800000    0.46200001
   11.77750015    0.30800000    0.44299999
   11.77833271    0.30800000    0.46200001
   11.77916622    0.30800000    0.46200001
   11.77999973    0.30800000    0.44299999
   11.78083324    0.30800000    0.44299999
   11.78166676    0.32699999    0.44299999
   11.78249931    0.32699999    0.46200001
   11.78333378    0.30800000    0.44299999
   11.78416729    0.30800000    0.44299999
   11.78500080    0.30800000    0.44299999
   11.78583336    0.30800000    0.44299999
   11.78666687    0.30800000    0.46200001
   11.78750038    0.30800000    0.46200001
   11.78833389    0.32699999    0.46200001
   11.78916740    0.32699999    0.46200001
   11.79000092    0.32699999    0.46200001
   11.79083347    0.32699999    0.46200001
   11.79166698    0.32699999    0.46200001
   11.79250050    0.32699999    0.46200001
   11.79333401    0.32699999    0.46200001
   11.79416752    0.32699999    0.46200001
   11.79500008    0.34599999    0.46200001
   11.79583359    0.34599999    0.46200001
   11.79666710    0.34599999    0.46200001
   11.79750061    0.34599999    0.46200001
   11.79833412    0.34599999    0.46200001
   11.79916668    0.36600000    0.46200001
   11.80000019    0.34599999    0.46200001
   11.80083370    0.36600000    0.46200001
   11.80166721    0.36600000    0.46200001
   11.80249977    0.36600000    0.46200001
   11.80333328    0.36600000    0.46200001
   11.80416679    0.36600000    0.46200001
   11.80500031    0.36600000    0.46200001
   11.80583382    0.36600000    0.46200001
   11.80666733    0.36600000    0.46200001
   11.80749989    0.36600000    0.46200001
   11.80833340    0.38499999    0.46200001
   11.80916691    0.38499999    0.46200001
   11.81000042    0.38499999    0.46200001
   11.81083393    0.38499999    0.46200001
   11.81166649    0.36600000    0.46200001
   11.81250000    0.36600000    0.48100001
   11.81333351    0.36600000    0.46200001
   11.81416702    0.38499999    0.46200001
   11.81500053    0.36600000    0.48100001
   11.81583309    0.36600000    0.46200001
   11.81666660    0.36600000    0.46200001
   11.81750011    0.36600000    0.46200001
   11.81833363    0.36600000    0.46200001
   11.81916618    0.36600000    0.46200001
   11.81999969    0.38499999    0.48100001
   11.82083321    0.36600000    0.46200001
