    HOUR (UT)     SKY TESTER    SUN TESTER
   10.36555576    4.91499996    1.83099997
   10.36638927    4.91499996    1.85000002
   10.36722279    4.91499996    1.85000002
   10.36833382    4.91499996    1.85000002
   10.36944485    4.91499996    1.85000002
   10.37027836    4.91499996    1.85000002
   10.37138939    4.91499996    1.85000002
   10.37222195    4.91499996    1.85000002
   10.37333393    4.91499996    1.85000002
   10.37416649    4.91499996    1.85000002
   10.37527752    4.91499996    1.85000002
   10.37638855    4.91499996    1.85000002
   10.37722206    4.91499996    1.85000002
   10.37833309    4.91499996    1.85000002
   10.37916660    4.91499996    1.85000002
   10.38027763    4.91499996    1.85000002
   10.38138866    4.91499996    1.85000002
   10.38222218    4.91499996    1.85000002
   10.38333321    4.91499996    1.85000002
   10.38416672    4.91499996    1.86899996
   10.38527775    4.91499996    1.85000002
   10.38611126    4.91499996    1.86899996
   10.38722229    4.91499996    1.86899996
   10.38833332    4.91499996    1.86899996
   10.38916683    4.91499996    1.86899996
   10.39027786    4.91499996    1.86899996
   10.39111137    4.91499996    1.86899996
   10.39222240    4.91499996    1.86899996
   10.39333344    4.91499996    1.86899996
   10.39416695    4.91499996    1.86899996
   10.39527798    4.91499996    1.86899996
   10.39638901    4.91499996    1.86899996
   10.39722252    4.91499996    1.86899996
   10.39833355    4.91499996    1.86899996
   10.39916611    4.91499996    1.86899996
   10.40027714    4.91499996    1.86899996
   10.40138817    4.91499996    1.86899996
   10.40222168    4.91499996    1.86899996
   10.40333271    4.91499996    1.86899996
   10.40416622    4.91499996    1.86899996
   10.40527725    4.91499996    1.86899996
   10.40611076    4.91499996    1.86899996
   10.40722179    4.91499996    1.86899996
   10.40833282    4.91499996    1.86899996
   10.40916634    4.91499996    1.86899996
   10.41027737    4.91499996    1.86899996
   10.41111088    4.91499996    1.86899996
   10.41222191    4.91499996    1.86899996
   10.41333294    4.91499996    1.86899996
   10.41416645    4.91499996    1.86899996
   10.41527748    4.91499996    1.86899996
   10.41611099    4.91499996    1.86899996
   10.41722298    4.91499996    1.86899996
   10.41833401    4.91499996    1.86899996
   10.41916656    4.91499996    1.86899996
   10.42027855    4.91499996    1.86899996
   10.42111111    4.91499996    1.86899996
   10.42222214    4.91499996    1.86899996
   10.42333412    4.91499996    1.86899996
   10.42416668    4.91499996    1.86899996
   10.42527771    4.91499996    1.86899996
   10.42611122    4.91499996    1.86899996
   10.42722225    4.91499996    1.86899996
   10.42805576    4.91499996    1.86899996
   10.42916679    4.91499996    1.86899996
   10.43027782    4.91499996    1.86899996
   10.43111134    4.91499996    1.86899996
   10.43222237    4.91499996    1.86899996
   10.43305588    4.91499996    1.86899996
   10.43416691    4.91499996    1.86899996
   10.43527794    4.91499996    1.86899996
   10.43611145    4.91499996    1.86899996
   10.43722248    4.91499996    1.86899996
   10.43805599    4.91499996    1.86899996
   10.43916702    4.91499996    1.86899996
   10.44027805    4.91499996    1.86899996
   10.44111156    4.91499996    1.86899996
   10.44222260    4.91499996    1.86899996
   10.44305515    4.91499996    1.86899996
   10.44416714    4.91499996    1.86899996
   10.44499969    4.91499996    1.86899996
   10.44611073    4.91499996    1.86899996
   10.44722271    4.91499996    1.86899996
   10.44805527    4.91499996    1.88900006
   10.44916630    4.91499996    1.86899996
   10.44999981    4.91499996    1.86899996
   10.45111084    4.91499996    1.86899996
   10.45222187    4.91499996    1.86899996
   10.45305538    4.91499996    1.86899996
   10.45416641    4.91499996    1.86899996
   10.45499992    4.91499996    1.86899996
   10.45611095    4.91499996    1.88900006
   10.45722198    4.91499996    1.88900006
   10.45805550    4.91499996    1.86899996
   10.45916653    4.91499996    1.86899996
