    HOUR (UT)   FLARE FACTOR    SKY TESTER    SUN TESTER
   13.98472214   -1.00000000   -1.00000000   -1.00000000
   14.01194477  141.98500061    0.00000000    0.00000000
   14.01500034  137.94000244    0.00000000    0.00000000
   14.01833344  136.44099426    0.00000000    0.00000000
   14.02166653  139.38000488    0.00000000    0.00000000
   14.02472210  140.47300720    0.00000000    0.00000000
   14.02805519  140.30700684    0.00000000    0.00000000
   14.03222179  140.30700684    0.00000000    0.00000000
   14.03638935  143.56300354    0.00000000    0.00000000
   14.03944492  140.89300537    0.00000000    0.00000000
   14.04277802  135.03799438    0.00000000    0.00000000
   14.04472256  133.95100403    0.00000000    0.00000000
   14.04638958  138.08799744    0.00000000    0.00000000
   14.04972267  143.49499512    0.00000000    0.00000000
   14.05277824  145.66400146    0.00000000    0.00000000
   14.05611134  136.66900635    0.00000000    0.00000000
   14.05944443  136.24099731    0.00000000    0.00000000
   14.06250000  138.40299988    0.00000000    0.00000000
   14.06583309  138.13299561    0.00000000    0.00000000
   14.06888866  144.21699524    0.00000000    0.00000000
   14.07499981  144.21699524    0.00000000    0.00000000
   14.07916641  144.24099731    0.00000000    0.00000000
   14.08222198  143.34599304    0.00000000    0.00000000
   14.08555508  141.47399902    0.00000000    0.00000000
   14.08888817  140.15299988    0.00000000    0.00000000
   14.09194374  136.56500244    0.00000000    0.00000000
   14.09527779  140.59599304    0.00000000    0.00000000
   14.09888840  142.00399780    0.00000000    0.00000000
   14.10194492  139.13600159    0.00000000    0.00000000
   14.10527802  139.04899597    0.00000000    0.00000000
   14.10861111  141.83399963    0.00000000    0.00000000
   14.11166668  138.18600464    0.00000000    0.00000000
   14.11194515  140.95300293    0.00000000    0.00000000
   14.11777782  140.95300293    0.00000000    0.00000000
   14.12194443  142.16799927    0.00000000    0.00000000
   14.12527752  136.84599304    0.00000000    0.00000000
   14.12833309  134.71000671    0.00000000    0.00000000
   14.13166714  136.86700439    0.00000000    0.00000000
   14.13500023  140.33399963    0.00000000    0.00000000
   14.13805580  137.89199829    0.00000000    0.00000000
   14.14138889  134.56399536    0.00000000    0.00000000
   14.14444447  130.81399536    0.00000000    0.00000000
   14.14499950  145.03300476    0.00000000    0.00000000
   14.14833355  132.77600098    0.00000000    0.00000000
   14.15138817  142.25100708    0.00000000    0.00000000
   14.15472221  135.21600342    0.00000000    0.00000000
   14.16055489  135.21600342    0.00000000    0.00000000
   14.16472149  131.66400146    0.00000000    0.00000000
   14.16805553  127.89499664    0.00000000    0.00000000
   14.17138958  134.64900208    0.00000000    0.00000000
   14.17444515  137.44200134    0.00000000    0.00000000
   14.17777824  129.96400452    0.00000000    0.00000000
   14.17833328  130.85899353    0.00000000    0.00000000
   14.18138885  131.05099487    0.00000000    0.00000000
   14.18444443  129.38499451    0.00000000    0.00000000
   14.18777752  133.59100342    0.00000000    0.00000000
   14.19111156  134.24200439    0.00000000    0.00000000
   14.19416714  136.80799866    0.00000000    0.00000000
   14.19750023  131.74099731    0.00000000    0.00000000
   14.20361137  131.74099731    0.00000000    0.00000000
   14.20777798  137.89700317    0.00000000    0.00000000
   14.21083355  139.87800598    0.00000000    0.00000000
   14.21166611  139.66499329    0.00000000    0.00000000
   14.21444416  138.99699402    0.00000000    0.00000000
   14.21749973  141.15400696    0.00000000    0.00000000
   14.22083282  139.90800476    0.00000000    0.00000000
   14.22416592  140.81300354    0.00000000    0.00000000
   14.22722149  139.21899414    0.00000000    0.00000000
   14.23055553  133.82400513    0.00000000    0.00000000
   14.23388958  135.84399414    0.00000000    0.00000000
   14.23694515  134.81900024    0.00000000    0.00000000
   14.24027824  140.92900085    0.00000000    0.00000000
   14.24638939  140.92900085    0.00000000    0.00000000
   14.25055599  133.52799988    0.00000000    0.00000000
   14.25388908  140.67999268    0.00000000    0.00000000
   14.25694466  140.91000366    0.00000000    0.00000000
   14.26027775  149.99899292    0.00000000    0.00000000
   14.26361084  131.84100342    0.00000000    0.00000000
   14.26666641  143.11999512    0.00000000    0.00000000
   14.26999950  136.36199951    0.00000000    0.00000000
   14.27305508  137.88299561    0.00000000    0.00000000
   14.27638817  134.50300598    0.00000000    0.00000000
   14.27833271  128.22399902    0.00000000    0.00000000
   14.27999973  136.50999451    0.00000000    0.00000000
   14.28305531  138.34100342    0.00000000    0.00000000
   14.28916740  138.34100342    0.00000000    0.00000000
   14.29333401  136.70700073    0.00000000    0.00000000
   14.29666710  139.69599915    0.00000000    0.00000000
   14.29972267  142.82099915    0.00000000    0.00000000
   14.30305576  142.57099915    0.00000000    0.00000000
   14.30638885  145.18200684    0.00000000    0.00000000
   14.30972195  141.86300659    0.00000000    0.00000000
   14.31222248  138.31100464    0.00000000    0.00000000
   14.31361103  138.99800110    0.00000000    0.00000000
   14.31694412  145.12899780    0.00000000    0.00000000
   14.31999969  136.00500488    0.00000000    0.00000000
   14.32333374  139.72999573    0.00000000    0.00000000
   14.32666683  136.89199829    0.00000000    0.00000000
   14.33194447  136.89199829    0.00000000    0.00000000
   14.33611107  142.53500366    0.00000000    0.00000000
   14.33944416  148.03599548    0.00000000    0.00000000
   14.34249973  136.82899475    0.00000000    0.00000000
   14.34499931  144.33000183    0.00000000    0.00000000
   14.34611034  134.19799805    0.00000000    0.00000000
   14.34916592  133.99200439    0.00000000    0.00000000
   14.35249996  137.70300293    0.00000000    0.00000000
   14.35583401  141.90400696    0.00000000    0.00000000
   14.35888958  134.20399475    0.00000000    0.00000000
   14.36222267  143.68800354    0.00000000    0.00000000
   14.36555576  134.56100464    0.00000000    0.00000000
   14.36861134  134.26800537    0.00000000    0.00000000
   14.37500000  134.26800537    0.00000000    0.00000000
   14.37888908  138.22999573    0.00000000    0.00000000
   14.38222218  139.54499817    0.00000000    0.00000000
   14.38555527  138.42999268    0.00000000    0.00000000
   14.38861084  132.08500671    0.00000000    0.00000000
   14.39194393  134.22399902    0.00000000    0.00000000
   14.39527798  138.90699768    0.00000000    0.00000000
   14.39833355  132.88900757    0.00000000    0.00000000
   14.40166664  140.69999695    0.00000000    0.00000000
   14.40472221  136.49600220    0.00000000    0.00000000
   14.40805531  140.63400269    0.00000000    0.00000000
   14.41138840  137.06900024    0.00000000    0.00000000
   14.41166592  144.17599487    0.00000000    0.00000000
   14.41777802  144.17599487    0.00000000    0.00000000
   14.42194462  134.94200134    0.00000000    0.00000000
   14.42500019  133.41200256    0.00000000    0.00000000
   14.42833328  138.18899536    0.00000000    0.00000000
   14.43166733  141.32699585    0.00000000    0.00000000
   14.43472195  137.44000244    0.00000000    0.00000000
   14.43805599  140.45399475    0.00000000    0.00000000
   14.44111156  143.68400574    0.00000000    0.00000000
   14.44444466  141.20300293    0.00000000    0.00000000
   14.44499969  138.62500000    0.00000000    0.00000000
   14.44805527  135.33700562    0.00000000    0.00000000
   14.45138836  143.68699646    0.00000000    0.00000000
   14.45444393  145.05099487    0.00000000    0.00000000
   14.46055508  145.05099487    0.00000000    0.00000000
   14.46472168  130.99099731    0.00000000    0.00000000
   14.46805477  138.48199463    0.00000000    0.00000000
   14.47111034  138.08200073    0.00000000    0.00000000
   14.47444439  136.71400452    0.00000000    0.00000000
   14.47749996  136.48800659    0.00000000    0.00000000
   14.47833252  136.48100281    0.00000000    0.00000000
   14.48111057  136.77699280    0.00000000    0.00000000
   14.48444462  136.90600586    0.00000000    0.00000000
   14.48750019  132.71400452    0.00000000    0.00000000
   14.49083328  125.95400238    0.00000000    0.00000000
   14.49416733  137.72700500    0.00000000    0.00000000
   14.49722290  134.14999390    0.00000000    0.00000000
   14.50333309  134.14999390    0.00000000    0.00000000
   14.50749969  134.93800354    0.00000000    0.00000000
   14.51083374  138.61199951    0.00000000    0.00000000
   14.51166630  136.93899536    0.00000000    0.00000000
   14.51444435  128.57600403    0.00000000    0.00000000
   14.51777744  130.16200256    0.00000000    0.00000000
   14.52083302  137.30000305    0.00000000    0.00000000
   14.52416611  136.13499451    0.00000000    0.00000000
   14.52750015  129.41000366    0.00000000    0.00000000
   14.53055573  139.16299438    0.00000000    0.00000000
   14.53388977  133.12800598    0.00000000    0.00000000
   14.53694534  138.52200317    0.00000000    0.00000000
   14.54027843  139.87500000    0.00000000    0.00000000
   14.54638958  139.87500000    0.00000000    0.00000000
   14.55027771  138.54400635    0.00000000    0.00000000
   14.55361176  138.06199646    0.00000000    0.00000000
   14.55694485  133.79600525    0.00000000    0.00000000
   14.56000042  142.93499756    0.00000000    0.00000000
   14.56333351  148.54600525    0.00000000    0.00000000
   14.56666660  132.10800171    0.00000000    0.00000000
   14.56972218  139.00500488    0.00000000    0.00000000
   14.57305527  131.31900024    0.00000000    0.00000000
   14.57611084  140.17500305    0.00000000    0.00000000
   14.57861137  139.47399902    0.00000000    0.00000000
   14.57972240  132.63800049    0.00000000    0.00000000
   14.58305550  137.94999695    0.00000000    0.00000000
   14.58916664  137.94999695    0.00000000    0.00000000
   14.59333324  136.76800537    0.00000000    0.00000000
   14.59638882  139.59100342    0.00000000    0.00000000
   14.59972191  135.70300293    0.00000000    0.00000000
   14.60305595  132.62199402    0.00000000    0.00000000
   14.60638905  133.15699768    0.00000000    0.00000000
   14.60944462  133.00599670    0.00000000    0.00000000
   14.61194515  137.68800354    0.00000000    0.00000000
