    HOUR (UT)   FLARE FACTOR    SKY TESTER    SUN TESTER
   10.83777714   -1.00000000   -1.00000000   -1.00000000
   11.31527805  111.99700165    0.00000000    0.00000000
   11.31833363  103.79599762    0.00000000    0.00000000
   11.32138920  109.22399902    0.00000000    0.00000000
   11.32444477  108.02799988    0.00000000    0.00000000
   11.32750034  108.23699951    0.00000000    0.00000000
   11.33083344  110.33799744    0.00000000    0.00000000
   11.33388901  120.44799805    0.00000000    0.00000000
   11.33694458  116.99800110    0.00000000    0.00000000
   11.34000015  115.16999817    0.00000000    0.00000000
   11.34027767  111.92600250    0.00000000    0.00000000
   11.34305477  110.32499695    0.00000000    0.00000000
   11.34638882  103.33000183    0.00000000    0.00000000
   11.34944439  106.54799652    0.00000000    0.00000000
   11.35249996   94.33709717    0.00000000    0.00000000
   11.35555553  104.68099976    0.00000000    0.00000000
   11.35861111  104.94899750    0.00000000    0.00000000
   11.36166668  115.89800262    0.00000000    0.00000000
   11.36500072  112.29100037    0.00000000    0.00000000
   11.36527824  111.46299744    0.00000000    0.00000000
   11.36805534  105.45400238    0.00000000    0.00000000
   11.37111092  111.60399628    0.00000000    0.00000000
   11.37416649  117.54599762    0.00000000    0.00000000
   11.37722206  116.76599884    0.00000000    0.00000000
   11.38027763  110.17500305    0.00000000    0.00000000
   11.38361073  106.25299835    0.00000000    0.00000000
   11.38666630  110.61499786    0.00000000    0.00000000
   11.38972187  112.44999695    0.00000000    0.00000000
   11.39027786  109.15200043    0.00000000    0.00000000
   11.39277744  114.53299713    0.00000000    0.00000000
   11.39583302  113.96099854    0.00000000    0.00000000
   11.39888859  108.84100342    0.00000000    0.00000000
   11.40194416  104.48200226    0.00000000    0.00000000
   11.40527725  102.96399689    0.00000000    0.00000000
   11.40833282  118.12100220    0.00000000    0.00000000
   11.41138840  107.15100098    0.00000000    0.00000000
   11.41444397  103.80100250    0.00000000    0.00000000
   11.41527748  107.87899780    0.00000000    0.00000000
   11.41750050  103.59700012    0.00000000    0.00000000
   11.42083359  102.98999786    0.00000000    0.00000000
   11.42388916  100.99500275    0.00000000    0.00000000
   11.42694473  100.82900238    0.00000000    0.00000000
   11.43000031  102.87500000    0.00000000    0.00000000
   11.43305588  109.06600189    0.00000000    0.00000000
   11.43611145  105.90399933    0.00000000    0.00000000
   11.43944454  105.40599823    0.00000000    0.00000000
   11.44027805  102.57299805    0.00000000    0.00000000
   11.44250011  105.42700195    0.00000000    0.00000000
   11.44555569  107.31400299    0.00000000    0.00000000
   11.44861126  105.69300079    0.00000000    0.00000000
   11.45166683  104.26000214    0.00000000    0.00000000
   11.45472240  100.78700256    0.00000000    0.00000000
   11.45777798   99.37590027    0.00000000    0.00000000
   11.46111107  105.88899994    0.00000000    0.00000000
   11.46416664  105.04199982    0.00000000    0.00000000
   11.46527767  111.33399963    0.00000000    0.00000000
   11.46722221  105.42299652    0.00000000    0.00000000
   11.47027779  106.41999817    0.00000000    0.00000000
   11.47333336  101.64600372    0.00000000    0.00000000
   11.47638798  107.03199768    0.00000000    0.00000000
   11.47972202  106.67099762    0.00000000    0.00000000
   11.48277760  108.82399750    0.00000000    0.00000000
   11.48583317  103.30599976    0.00000000    0.00000000
   11.48888874  104.92800140    0.00000000    0.00000000
   11.49027824  101.90100098    0.00000000    0.00000000
   11.49194431  106.37999725    0.00000000    0.00000000
   11.49527836   99.53389740    0.00000000    0.00000000
   11.49833393  102.44599915    0.00000000    0.00000000
   11.50138855  103.09500122    0.00000000    0.00000000
   11.50444412  105.34700012    0.00000000    0.00000000
   11.50749969  100.49199677    0.00000000    0.00000000
   11.51055527   96.36309814    0.00000000    0.00000000
   11.51388931  102.49700165    0.00000000    0.00000000
   11.51527786  101.96199799    0.00000000    0.00000000
