    HOUR (UT)   FLARE FACTOR    SKY TESTER    SUN TESTER
   11.30555534   -1.00000000   -1.00000000   -1.00000000
   11.32944393  666.02502441    1.30999994    2.66000009
   11.33249950  201.32899475    1.30999994    2.66000009
   11.33583260  229.90100098    1.30999994    2.67000008
   11.33916664  210.13099670    1.30999994    2.66000009
   11.34222221  211.69400024    1.30999994    2.67000008
   11.34555531  206.59100342    1.30999994    2.66000009
   11.34972191  206.59100342    1.30999994    2.67000008
   11.35388947  212.90299988    1.30999994    2.67000008
   11.35694504  200.81700134    1.30999994    2.67000008
   11.36027813  200.97599792    1.28999996    2.67000008
   11.36250019  200.04800415    1.28999996    2.67000008
   11.36416721  198.04499817    1.28999996    2.67000008
   11.36722279  195.32099915    1.28999996    2.67000008
   11.37055588  192.86199951    1.30999994    2.67000008
   11.37361145  199.73599243    1.28999996    2.67000008
   11.37694454  193.87100220    1.28999996    2.67000008
   11.38027763  212.05099487    1.30999994    2.67000008
   11.38333321  197.03799438    1.30999994    2.67000008
   11.38666630  202.07699585    1.30999994    2.67000008
   11.39249992  202.07699585    1.34000003    2.69000006
   11.39666653  200.16900635    1.36000001    2.67000008
   11.39999962  195.30000305    1.36000001    2.69000006
   11.40305519  206.75599670    1.36000001    2.67000008
   11.40638828  196.78100586    1.34000003    2.69000006
   11.40972137  193.49400330    1.33000004    2.69000006
   11.41277695  183.52200317    1.34000003    2.67000008
   11.41611099  200.57499695    1.34000003    2.69000006
   11.41944504  196.09300232    1.34000003    2.69000006
   11.42250061  202.79899597    1.34000003    2.69000006
   11.42583370  191.82000732    1.33000004    2.69000006
   11.42916679  188.54200745    1.33000004    2.69000006
   11.42944431  183.11300659    1.33000004    2.69000006
   11.43555546  183.11300659    1.33000004    2.69000006
   11.43944454  183.00000000    1.33000004    2.69000006
   11.44277763  187.06700134    1.34000003    2.69000006
   11.44611073  189.24200439    1.34000003    2.69000006
   11.44916630  191.35800171    1.34000003    2.67000008
   11.45249939  183.39999390    1.33000004    2.69000006
   11.45583344  192.16799927    1.30999994    2.69000006
   11.45888901  187.34599304    1.30999994    2.71000004
   11.46222210  186.89199829    1.30999994    2.71000004
   11.46277714  183.14500427    1.30999994    2.71000004
   11.46583271  189.48300171    1.30999994    2.71000004
   11.46916580  191.46200562    1.30999994    2.69000006
   11.47222137  191.70300293    1.30999994    2.69000006
   11.47833252  191.70300293    1.30999994    2.69000006
   11.48222160  198.42900085    1.30999994    2.71000004
   11.48555565  180.63999939    1.28999996    2.69000006
