    HOUR (UT)   FLARE FACTOR    SKY TESTER    SUN TESTER
   12.04166698   -1.00000000   -1.00000000   -1.00000000
   12.06777763  139.15199280    0.00000000    0.00000000
   12.07083321  147.05700684    0.00000000    0.00000000
   12.07444477  126.32199860    0.00000000    0.00000000
   12.07750034  117.34700012    0.00000000    0.00000000
   12.08055592  129.50100708    0.00000000    0.00000000
   12.08388901  136.54600525    0.00000000    0.00000000
   12.08694458  114.13300323    0.00000000    0.00000000
   12.09000015  141.99699402    0.00000000    0.00000000
   12.09249973  119.05999756    0.00000000    0.00000000
   12.09333324  131.07000732    0.00000000    0.00000000
   12.09638882  119.74600220    0.00000000    0.00000000
   12.09972191  119.09400177    0.00000000    0.00000000
   12.10277843  112.87000275    0.00000000    0.00000000
   12.10583401  124.72399902    0.00000000    0.00000000
   12.10916710  113.62699890    0.00000000    0.00000000
   12.11222267  120.31199646    0.00000000    0.00000000
   12.11527824  116.37100220    0.00000000    0.00000000
   12.11750031  121.11499786    0.00000000    0.00000000
   12.11861134  131.96000671    0.00000000    0.00000000
   12.12166691  127.27799988    0.00000000    0.00000000
   12.12500000  114.12899780    0.00000000    0.00000000
   12.12805557  128.39799500    0.00000000    0.00000000
   12.13111115  120.33200073    0.00000000    0.00000000
   12.13444424  116.60299683    0.00000000    0.00000000
   12.13749981  114.91400146    0.00000000    0.00000000
   12.14055538  108.19400024    0.00000000    0.00000000
   12.14249992  109.08899689    0.00000000    0.00000000
   12.14388847  106.50499725    0.00000000    0.00000000
   12.14722252  105.47100067    0.00000000    0.00000000
   12.15027714  104.88500214    0.00000000    0.00000000
   12.15333271  124.70600128    0.00000000    0.00000000
   12.15666676  110.34600067    0.00000000    0.00000000
   12.15972137  111.78099823    0.00000000    0.00000000
   12.16277695  111.44799805    0.00000000    0.00000000
   12.16583252  102.27799988    0.00000000    0.00000000
   12.16750050  108.15499878    0.00000000    0.00000000
   12.16916656  106.76000214    0.00000000    0.00000000
   12.17250061  104.98899841    0.00000000    0.00000000
   12.17555618  164.46000671    0.00000000    0.00000000
   12.17861176  167.18899536    0.00000000    0.00000000
   12.18166733  131.16799927    0.00000000    0.00000000
   12.18500042  129.54100037    0.00000000    0.00000000
   12.18805599  121.97599792    0.00000000    0.00000000
   12.19111156  104.81300354    0.00000000    0.00000000
   12.19250011  110.85800171    0.00000000    0.00000000
   12.19444466  116.33999634    0.00000000    0.00000000
   12.19777775  106.77999878    0.00000000    0.00000000
   12.20083332  111.29199982    0.00000000    0.00000000
   12.20388889  103.50299835    0.00000000    0.00000000
   12.20694447  105.86699677    0.00000000    0.00000000
   12.21027756  105.91100311    0.00000000    0.00000000
