    HOUR (UT)   FLARE FACTOR    SKY TESTER    SUN TESTER
   11.67277813   -1.00000000   -1.00000000   -1.00000000
   11.71138859  123.48899841    0.00000000    0.00000000
   11.71583271  147.27499390    0.00000000    0.00000000
   11.71944427  157.34399414    0.00000000    0.00000000
   11.72249985  136.53100586    0.00000000    0.00000000
   11.72583294  133.52900696    0.00000000    0.00000000
   11.72916603  126.98799896    0.00000000    0.00000000
   11.73222160  142.81100464    0.00000000    0.00000000
   11.73555565  129.69599915    0.00000000    0.00000000
   11.73888874  120.02300262    0.00000000    0.00000000
   11.74194431  127.91000366    0.00000000    0.00000000
   11.74472237  118.20999908    0.00000000    0.00000000
   11.74555588  122.25900269    0.00000000    0.00000000
   11.74861145  121.25099945    0.00000000    0.00000000
   11.75194454  156.09500122    0.00000000    0.00000000
   11.75527763  158.01199341    0.00000000    0.00000000
   11.75833321  159.34899902    0.00000000    0.00000000
   11.76166630  147.37100220    0.00000000    0.00000000
   11.76472187  136.01400757    0.00000000    0.00000000
   11.76916599  133.80999756    0.00000000    0.00000000
   11.77250004   87.70989990    0.00000000    0.00000000
   11.77555561  118.09400177    0.00000000    0.00000000
   11.77805519  137.34399414    0.00000000    0.00000000
   11.77916622  134.00300598    0.00000000    0.00000000
   11.78222179  128.53900146    0.00000000    0.00000000
   11.78555584  140.47799683    0.00000000    0.00000000
   11.78888893  131.35200500    0.00000000    0.00000000
   11.79194450  130.84899902    0.00000000    0.00000000
   11.79527855  134.64100647    0.00000000    0.00000000
   11.79833412  148.82800293    0.00000000    0.00000000
   11.80166721  135.33700562    0.00000000    0.00000000
   11.80500031  159.01600647    0.00000000    0.00000000
   11.80805588  155.97000122    0.00000000    0.00000000
   11.81138897  147.41499329    0.00000000    0.00000000
   11.81194496  140.82699585    0.00000000    0.00000000
   11.81500053  150.58999634    0.00000000    0.00000000
   11.81833363  146.63999939    0.00000000    0.00000000
   11.82166672  163.95799255    0.00000000    0.00000000
   11.82472229  198.51199341    0.00000000    0.00000000
   11.82805538  175.68400574    0.00000000    0.00000000
   11.83111095  178.21099854    0.00000000    0.00000000
   11.83444405  176.97799683    0.00000000    0.00000000
   11.83777714  209.38800049    0.00000000    0.00000000
   11.84083271  182.80900574    0.00000000    0.00000000
   11.84416676  188.79100037    0.00000000    0.00000000
   11.84527779  205.30299377    0.00000000    0.00000000
   11.84749985  170.23100281    0.00000000    0.00000000
   11.85083389  177.95899963    0.00000000    0.00000000
   11.85416698  207.30799866    0.00000000    0.00000000
   11.85750008  196.68600464    0.00000000    0.00000000
   11.86055565  159.49200439    0.00000000    0.00000000
   11.86388969  203.00799561    0.00000000    0.00000000
   11.86722279  201.37199402    0.00000000    0.00000000
   11.87027836  185.24600220    0.00000000    0.00000000
   11.87361145  202.80799866    0.00000000    0.00000000
   11.87666702  175.81900024    0.00000000    0.00000000
   11.87861156  198.61999512    0.00000000    0.00000000
   11.88027763  185.91099548    0.00000000    0.00000000
   11.88361073  188.43400574    0.00000000    0.00000000
   11.88694477  186.27600098    0.00000000    0.00000000
   11.89000034  193.63999939    0.00000000    0.00000000
   11.89333344  205.52600098    0.00000000    0.00000000
   11.89638901  214.20399475    0.00000000    0.00000000
   11.89972210  176.24699402    0.00000000    0.00000000
   11.90305519  180.99200439    0.00000000    0.00000000
   11.90611076  204.30400085    0.00000000    0.00000000
   11.90944386  154.38999939    0.00000000    0.00000000
   11.91194439  169.87100220    0.00000000    0.00000000
   11.91305542  174.86599731    0.00000000    0.00000000
   11.91638851  177.67199707    0.00000000    0.00000000
   11.91972256  178.31799316    0.00000000    0.00000000
   11.92277813  169.64199829    0.00000000    0.00000000
   11.92611122  180.32800293    0.00000000    0.00000000
   11.92916679  170.03700256    0.00000000    0.00000000
   11.93249989  189.04899597    0.00000000    0.00000000
   11.93583298  173.95300293    0.00000000    0.00000000
   11.93888855  181.60299683    0.00000000    0.00000000
   11.94222260  187.50300598    0.00000000    0.00000000
   11.94527817  184.40299988    0.00000000    0.00000000
   11.94583321  185.01600647    0.00000000    0.00000000
   11.94916630  192.29800415    0.00000000    0.00000000
